order_id,shop_id,user_id,order_amount,total_items,payment_method,created_at
68,21,812,284,2,debit,2017-03-03 15:52:53
69,86,994,390,3,credit_card,2017-03-21 22:05:37
70,58,876,138,1,debit,2017-03-04 10:38:49
71,11,725,184,1,credit_card,2017-03-14 17:12:18
72,34,813,122,1,credit_card,2017-03-20 17:43:28
73,86,960,130,1,debit,2017-03-04 14:15:34
74,14,968,116,1,cash,2017-03-22 0:14:48
75,5,862,142,1,credit_card,2017-03-26 9:14:45
76,84,744,459,3,cash,2017-03-06 0:39:27
77,20,975,127,1,cash,2017-03-19 13:05:29
78,41,985,354,3,cash,2017-03-22 13:41:25
79,8,806,132,1,credit_card,2017-03-27 3:39:39
80,20,838,254,2,credit_card,2017-03-03 14:00:25
81,52,979,584,4,credit_card,2017-03-11 14:30:09
82,28,868,328,2,debit,2017-03-04 6:53:29
83,48,857,234,2,cash,2017-03-11 18:14:37
84,100,817,111,1,cash,2017-03-12 22:10:47
85,41,707,118,1,debit,2017-03-30 12:05:30
86,53,908,224,2,credit_card,2017-03-27 20:46:35
87,56,711,234,2,credit_card,2017-03-17 2:08:47
88,64,713,399,3,credit_card,2017-03-04 12:15:16
89,55,998,513,3,credit_card,2017-03-09 13:22:15
90,28,705,164,1,cash,2017-03-11 18:13:28
91,50,744,193,1,debit,2017-03-02 6:36:55
92,3,835,296,2,credit_card,2017-03-09 4:01:51
93,22,856,146,1,credit_card,2017-03-24 11:47:02
94,58,810,276,2,debit,2017-03-07 4:27:06
95,87,961,149,1,cash,2017-03-21 3:20:50
96,35,975,328,2,credit_card,2017-03-01 6:27:42
97,70,758,346,2,cash,2017-03-07 14:57:54
98,92,850,180,2,cash,2017-03-22 19:21:26
99,79,741,181,1,debit,2017-03-16 0:16:22
100,18,752,780,5,cash,2017-03-06 23:41:16
101,77,972,156,1,credit_card,2017-03-17 6:45:49
102,74,923,612,4,credit_card,2017-03-28 11:00:20
103,41,964,354,3,cash,2017-03-17 7:59:24
104,53,740,224,2,cash,2017-03-17 7:29:30
105,54,803,532,4,cash,2017-03-28 5:30:41
106,13,746,320,2,cash,2017-03-16 15:04:15
107,87,953,149,1,cash,2017-03-17 8:03:52
108,12,732,201,1,credit_card,2017-03-21 20:26:18
109,58,926,276,2,cash,2017-03-01 3:15:13
110,58,774,414,3,cash,2017-03-01 10:01:23
111,83,893,129,1,cash,2017-03-27 7:07:46
112,68,984,136,1,credit_card,2017-03-11 9:43:52
113,73,885,165,1,debit,2017-03-06 0:59:39
114,69,857,262,2,credit_card,2017-03-13 21:33:12
115,41,755,590,5,cash,2017-03-20 23:15:09
116,25,791,260,2,credit_card,2017-03-19 21:46:05
117,6,813,374,2,debit,2017-03-10 14:25:17
118,61,759,316,2,debit,2017-03-29 22:43:35
119,84,789,153,1,credit_card,2017-03-05 4:08:32
120,98,745,266,2,credit_card,2017-03-17 20:34:44
121,5,774,284,2,credit_card,2017-03-26 8:16:47
122,13,958,480,3,credit_card,2017-03-22 13:12:59
123,35,997,492,3,debit,2017-03-05 1:16:57
124,24,949,280,2,cash,2017-03-11 1:58:15
125,2,983,188,2,credit_card,2017-03-13 13:07:20
126,49,884,258,2,cash,2017-03-19 3:22:56
127,18,839,624,4,debit,2017-03-09 10:47:22
128,77,817,312,2,credit_card,2017-03-05 18:46:25
129,63,963,544,4,debit,2017-03-25 5:52:51
130,51,721,561,3,debit,2017-03-14 3:54:02
131,75,723,256,2,debit,2017-03-28 6:01:25
132,33,777,346,2,debit,2017-03-13 18:46:55
133,53,963,224,2,credit_card,2017-03-03 2:32:51
134,24,894,280,2,credit_card,2017-03-08 4:56:53
135,86,845,390,3,cash,2017-03-27 9:54:53
136,58,742,276,2,debit,2017-03-19 17:25:58
137,15,961,765,5,credit_card,2017-03-26 5:06:46
138,34,760,122,1,debit,2017-03-30 17:31:02
139,5,915,426,3,cash,2017-03-28 0:09:50
140,55,789,513,3,debit,2017-03-29 16:36:30
141,57,930,441,3,debit,2017-03-15 12:36:14
142,73,935,165,1,cash,2017-03-26 14:23:28
143,80,855,145,1,debit,2017-03-11 1:13:13
144,80,979,290,2,debit,2017-03-30 10:41:49
145,21,828,284,2,debit,2017-03-18 20:13:36
146,72,906,640,4,cash,2017-03-30 9:55:00
147,100,899,111,1,debit,2017-03-05 16:49:00
148,57,715,294,2,credit_card,2017-03-17 7:01:37
149,71,985,164,1,credit_card,2017-03-04 17:21:03
150,100,847,222,2,debit,2017-03-12 21:36:22
151,47,718,435,3,credit_card,2017-03-06 5:24:17
152,16,755,156,1,credit_card,2017-03-03 23:20:40
153,33,808,173,1,cash,2017-03-13 22:14:51
154,64,942,266,2,cash,2017-03-21 7:05:26
155,33,872,173,1,debit,2017-03-29 14:56:49
156,9,986,118,1,cash,2017-03-13 11:07:35
157,84,734,306,2,credit_card,2017-03-04 8:05:10
158,88,906,352,2,credit_card,2017-03-24 5:44:31
159,92,795,90,1,credit_card,2017-03-29 3:07:12
160,73,725,330,2,debit,2017-03-22 18:08:23
161,78,990,25725,1,credit_card,2017-03-12 5:56:57
162,3,877,296,2,debit,2017-03-20 17:07:53
163,93,913,228,2,cash,2017-03-26 23:54:23
164,63,915,272,2,debit,2017-03-01 6:07:29
165,29,941,489,3,cash,2017-03-09 16:26:15
166,44,921,144,1,credit_card,2017-03-26 23:17:06
167,14,754,464,4,debit,2017-03-07 19:47:43
168,56,913,468,4,credit_card,2017-03-11 19:37:56
169,48,797,351,3,credit_card,2017-03-08 6:12:47
170,5,970,284,2,debit,2017-03-24 0:33:57
171,91,828,480,3,credit_card,2017-03-28 8:18:44
172,57,724,147,1,debit,2017-03-17 7:08:48
173,55,778,342,2,cash,2017-03-02 23:54:12
174,7,956,224,2,debit,2017-03-04 11:33:40
175,49,918,387,3,debit,2017-03-13 15:25:20
176,50,792,193,1,credit_card,2017-03-20 13:51:00
177,97,718,648,4,cash,2017-03-16 6:33:41
178,57,849,441,3,cash,2017-03-20 5:20:20
179,30,849,153,1,debit,2017-03-25 4:09:10
180,37,897,142,1,debit,2017-03-02 22:40:59
181,12,871,201,1,cash,2017-03-02 4:37:41
182,20,823,127,1,cash,2017-03-03 16:29:13
183,86,901,260,2,credit_card,2017-03-16 17:47:44
184,26,920,176,1,cash,2017-03-08 0:38:26
185,34,944,488,4,debit,2017-03-24 5:49:03
186,71,888,328,2,debit,2017-03-30 5:46:50
187,93,749,228,2,credit_card,2017-03-06 3:43:29
188,41,980,118,1,cash,2017-03-02 3:13:14
189,17,734,176,1,cash,2017-03-11 10:36:23
190,43,928,362,2,debit,2017-03-30 7:00:14
191,7,805,112,1,credit_card,2017-03-22 5:28:42
192,26,922,352,2,cash,2017-03-17 17:51:54
193,28,879,328,2,credit_card,2017-03-15 14:35:28
194,15,942,153,1,cash,2017-03-13 14:19:30
195,63,946,408,3,cash,2017-03-12 0:07:20
196,37,745,426,3,credit_card,2017-03-01 3:00:39
197,85,809,516,3,debit,2017-03-21 10:58:20
198,19,960,326,2,debit,2017-03-05 20:01:49
199,27,976,338,2,credit_card,2017-03-24 16:25:16
200,56,961,117,1,cash,2017-03-08 22:18:19
201,29,929,163,1,credit_card,2017-03-15 11:12:34
202,31,967,258,2,credit_card,2017-03-04 20:47:48
203,67,768,393,3,cash,2017-03-28 7:25:17
204,36,785,260,2,credit_card,2017-03-22 19:20:31
205,39,987,268,2,cash,2017-03-19 5:09:03
206,89,747,588,3,debit,2017-03-04 4:01:38
207,16,746,156,1,cash,2017-03-09 21:53:32
208,88,999,176,1,debit,2017-03-08 11:30:01
209,88,771,176,1,cash,2017-03-10 5:17:13
210,37,727,284,2,debit,2017-03-20 11:06:15
211,13,701,160,1,credit_card,2017-03-04 8:20:57
212,22,712,292,2,credit_card,2017-03-30 9:40:40
213,88,787,352,2,credit_card,2017-03-13 17:28:23
214,26,980,352,2,cash,2017-03-10 13:59:42
215,54,742,399,3,credit_card,2017-03-27 3:28:24
216,41,793,236,2,cash,2017-03-17 1:55:17
217,32,862,202,2,debit,2017-03-09 16:46:07
218,15,960,306,2,credit_card,2017-03-27 10:44:22
219,75,978,256,2,cash,2017-03-04 7:50:33
220,23,884,780,5,credit_card,2017-03-03 20:11:05
221,21,994,142,1,cash,2017-03-03 4:18:29
222,57,753,147,1,debit,2017-03-23 7:14:27
223,96,829,765,5,debit,2017-03-13 15:16:25
224,68,767,272,2,credit_card,2017-03-07 9:58:58
225,29,927,163,1,debit,2017-03-02 21:18:16
226,98,734,133,1,cash,2017-03-08 21:43:51
227,58,928,138,1,cash,2017-03-18 12:59:14
228,73,917,330,2,debit,2017-03-19 22:59:03
229,92,757,90,1,debit,2017-03-13 23:57:51
230,79,772,362,2,cash,2017-03-28 7:21:29
231,68,865,272,2,cash,2017-03-04 19:40:15
232,27,730,338,2,cash,2017-03-03 5:49:46
233,6,865,374,2,cash,2017-03-08 4:40:15
234,95,761,336,2,credit_card,2017-03-29 1:14:07
235,29,719,326,2,cash,2017-03-22 21:56:31
236,60,938,531,3,debit,2017-03-29 13:49:35
237,92,837,180,2,credit_card,2017-03-18 20:51:12
238,99,835,585,3,debit,2017-03-03 17:45:35
239,2,932,188,2,debit,2017-03-17 0:45:53
240,68,967,136,1,cash,2017-03-09 13:15:18
241,88,876,176,1,credit_card,2017-03-08 18:10:27
242,34,953,244,2,debit,2017-03-01 12:27:25
243,38,881,570,3,credit_card,2017-03-13 19:44:13
244,93,861,114,1,credit_card,2017-03-03 5:19:17
245,32,928,202,2,cash,2017-03-30 9:30:28
246,92,890,360,4,cash,2017-03-18 17:42:29
247,62,786,160,1,cash,2017-03-12 23:19:34
248,26,854,176,1,debit,2017-03-21 19:08:07
249,33,728,173,1,cash,2017-03-29 22:04:06
250,77,732,156,1,debit,2017-03-20 4:20:22
251,96,932,306,2,credit_card,2017-03-14 5:28:21
252,75,892,256,2,debit,2017-03-24 23:34:15
253,76,746,310,2,cash,2017-03-06 15:21:58
254,100,753,222,2,debit,2017-03-04 11:23:18
255,18,843,156,1,credit_card,2017-03-21 0:14:41
256,6,794,187,1,cash,2017-03-18 19:59:35
257,79,844,362,2,credit_card,2017-03-07 20:21:57
258,6,842,374,2,credit_card,2017-03-18 10:12:44
259,75,760,512,4,cash,2017-03-18 8:19:53
260,99,963,780,4,credit_card,2017-03-25 11:41:01
261,52,830,146,1,credit_card,2017-03-13 18:19:48
262,17,775,176,1,credit_card,2017-03-24 14:06:06
263,9,871,236,2,debit,2017-03-17 0:50:38
264,97,827,324,2,debit,2017-03-03 1:06:02
265,16,950,780,5,credit_card,2017-03-24 7:32:42
266,69,871,262,2,debit,2017-03-20 16:59:09
267,12,879,201,1,cash,2017-03-14 12:22:31
268,73,790,330,2,credit_card,2017-03-19 19:03:45
269,56,733,234,2,credit_card,2017-03-07 3:50:19
270,6,986,187,1,credit_card,2017-03-18 20:16:39
271,33,926,173,1,debit,2017-03-17 9:08:57
272,12,727,402,2,credit_card,2017-03-24 22:40:18
273,32,839,202,2,debit,2017-03-14 5:00:11
274,34,803,122,1,cash,2017-03-03 9:05:17
275,5,967,426,3,cash,2017-03-03 7:38:56
276,55,989,171,1,credit_card,2017-03-25 15:16:11
277,49,777,129,1,cash,2017-03-30 21:49:13
278,51,954,374,2,credit_card,2017-03-17 4:59:56
279,54,763,266,2,cash,2017-03-29 5:18:09
280,4,869,128,1,credit_card,2017-03-05 8:27:05
281,90,807,534,3,debit,2017-03-27 23:41:40
282,6,836,561,3,debit,2017-03-14 2:26:26
283,71,700,492,3,cash,2017-03-26 4:43:59
284,9,772,354,3,debit,2017-03-04 13:49:42
285,64,711,399,3,debit,2017-03-11 20:07:53
286,77,742,156,1,cash,2017-03-14 2:40:32
287,58,860,414,3,debit,2017-03-15 21:12:11
288,54,945,266,2,credit_card,2017-03-23 17:42:29
289,47,806,290,2,debit,2017-03-24 17:51:51
290,50,803,386,2,debit,2017-03-30 5:45:50
291,33,858,346,2,credit_card,2017-03-12 8:03:00
292,5,890,142,1,credit_card,2017-03-29 21:22:43
293,19,936,326,2,cash,2017-03-21 3:53:42
294,51,918,561,3,cash,2017-03-14 13:22:21
295,11,738,184,1,cash,2017-03-06 10:03:26
296,38,835,190,1,debit,2017-03-21 6:36:35
297,79,791,181,1,credit_card,2017-03-22 17:03:10
298,70,818,346,2,debit,2017-03-04 17:30:09
299,53,928,112,1,credit_card,2017-03-12 19:19:39
300,29,964,489,3,debit,2017-03-11 4:36:55
301,70,882,173,1,credit_card,2017-03-17 2:51:21
302,69,854,131,1,debit,2017-03-19 18:35:02
303,25,815,390,3,cash,2017-03-09 22:00:06
304,15,952,153,1,cash,2017-03-10 17:49:43
305,94,916,268,2,cash,2017-03-29 22:46:44
306,25,701,390,3,cash,2017-03-24 19:36:35
307,34,924,122,1,debit,2017-03-02 17:32:04
308,60,992,354,2,cash,2017-03-12 19:44:08
309,42,770,352,1,credit_card,2017-03-11 18:14:39
310,5,704,284,2,credit_card,2017-03-20 7:50:21
311,79,720,181,1,debit,2017-03-16 3:29:54
312,76,836,310,2,debit,2017-03-22 9:16:39
313,96,718,459,3,cash,2017-03-10 20:06:40
314,24,938,420,3,credit_card,2017-03-14 7:24:49
315,6,712,374,2,credit_card,2017-03-25 11:59:11
316,2,865,282,3,debit,2017-03-17 0:21:31
317,11,880,368,2,credit_card,2017-03-21 14:56:08
318,52,848,292,2,cash,2017-03-30 23:41:34
319,83,951,258,2,debit,2017-03-04 5:10:36
320,23,840,156,1,cash,2017-03-04 3:55:53
321,36,888,260,2,debit,2017-03-15 22:33:37
322,10,877,296,2,credit_card,2017-03-12 7:12:13
323,92,783,90,1,debit,2017-03-08 3:49:15
324,75,893,128,1,credit_card,2017-03-05 0:04:44
325,79,887,181,1,debit,2017-03-19 10:55:31
326,14,779,232,2,credit_card,2017-03-15 7:05:02
327,12,920,201,1,debit,2017-03-26 19:24:23
328,75,832,128,1,credit_card,2017-03-16 12:54:01
329,83,946,258,2,credit_card,2017-03-26 6:35:38
330,36,763,260,2,credit_card,2017-03-21 19:32:15
331,80,990,290,2,cash,2017-03-18 22:26:16
332,40,776,322,2,cash,2017-03-12 15:02:27
333,57,794,441,3,credit_card,2017-03-22 0:43:47
334,68,968,272,2,debit,2017-03-02 15:39:13
335,44,829,432,3,debit,2017-03-23 21:27:09
336,92,853,180,2,cash,2017-03-27 12:53:28
337,18,969,468,3,debit,2017-03-26 0:49:22
338,91,811,640,4,credit_card,2017-03-10 13:14:04
339,52,892,146,1,debit,2017-03-17 5:02:05
340,35,893,656,4,cash,2017-03-15 11:25:10
341,7,826,336,3,debit,2017-03-17 15:13:46
342,54,735,399,3,credit_card,2017-03-17 22:49:05
343,98,999,266,2,cash,2017-03-23 3:32:01
344,63,743,136,1,credit_card,2017-03-07 1:45:34
345,84,726,459,3,credit_card,2017-03-03 12:54:13
346,72,818,160,1,debit,2017-03-05 12:53:41
347,40,758,161,1,credit_card,2017-03-05 2:54:54
348,1,907,158,1,credit_card,2017-03-03 6:59:35
349,31,759,387,3,debit,2017-03-24 2:21:56
350,80,864,145,1,debit,2017-03-25 23:51:14
351,98,958,133,1,cash,2017-03-04 5:55:05
352,34,956,244,2,debit,2017-03-01 10:21:45
353,95,718,336,2,debit,2017-03-14 18:44:56
354,31,923,258,2,debit,2017-03-14 5:30:36
355,3,797,148,1,cash,2017-03-10 18:58:24
356,54,804,266,2,cash,2017-03-19 15:41:36
357,14,806,232,2,credit_card,2017-03-28 15:04:27
358,33,790,519,3,credit_card,2017-03-11 17:23:36
359,14,852,232,2,debit,2017-03-17 13:35:25
360,5,886,284,2,credit_card,2017-03-14 6:28:51
361,80,963,435,3,debit,2017-03-11 8:31:02
362,90,933,534,3,cash,2017-03-16 7:20:49
363,53,972,224,2,debit,2017-03-14 20:57:12
364,58,889,414,3,debit,2017-03-04 18:43:38
365,100,784,111,1,debit,2017-03-02 3:36:38
366,11,974,368,2,credit_card,2017-03-08 0:59:28
367,98,803,399,3,cash,2017-03-26 10:40:53
368,20,917,381,3,credit_card,2017-03-06 17:28:11
369,92,906,180,2,cash,2017-03-05 0:22:59
370,28,901,164,1,credit_card,2017-03-25 4:37:42
371,22,736,292,2,credit_card,2017-03-18 10:01:00
372,37,986,426,3,credit_card,2017-03-05 8:46:10
373,98,807,133,1,credit_card,2017-03-21 6:33:57
374,72,713,480,3,debit,2017-03-18 16:44:36
375,1,948,632,4,cash,2017-03-10 13:40:25
376,35,752,328,2,credit_card,2017-03-28 19:46:04
377,40,986,322,2,credit_card,2017-03-02 12:05:17
378,10,794,148,1,cash,2017-03-26 14:07:21
379,35,848,328,2,debit,2017-03-03 20:59:29
380,57,920,147,1,credit_card,2017-03-03 0:44:47
381,15,749,153,1,credit_card,2017-03-09 8:30:06
382,35,828,164,1,cash,2017-03-10 13:56:13
383,80,867,435,3,credit_card,2017-03-30 17:30:16
384,30,858,459,3,cash,2017-03-18 14:01:27
385,11,868,368,2,debit,2017-03-08 4:27:53
386,68,900,272,2,debit,2017-03-08 23:01:59
387,30,768,153,1,cash,2017-03-13 13:42:26
388,35,891,164,1,debit,2017-03-03 0:43:34
389,1,713,316,2,cash,2017-03-12 22:22:49
390,23,929,468,3,credit_card,2017-03-12 17:23:50
391,7,718,336,3,credit_card,2017-03-20 17:25:11
392,84,862,459,3,credit_card,2017-03-20 16:41:40
393,63,936,272,2,credit_card,2017-03-01 20:51:04
394,69,736,131,1,cash,2017-03-19 20:59:39
395,46,804,166,1,credit_card,2017-03-28 17:53:05
396,43,989,362,2,debit,2017-03-21 23:17:39
397,7,949,224,2,debit,2017-03-29 4:46:44
398,52,786,292,2,credit_card,2017-03-09 11:35:20
399,22,749,438,3,cash,2017-03-13 14:53:54
400,73,894,495,3,credit_card,2017-03-06 1:57:33
401,35,704,328,2,cash,2017-03-07 7:57:33
402,79,771,543,3,debit,2017-03-12 3:45:43
403,59,753,178,1,credit_card,2017-03-13 4:30:22
404,43,951,543,3,credit_card,2017-03-01 23:52:31
405,11,850,368,2,credit_card,2017-03-18 0:20:52
406,37,791,142,1,debit,2017-03-25 16:21:30
407,29,976,163,1,cash,2017-03-08 21:31:26
408,48,954,351,3,debit,2017-03-09 1:22:58
409,55,991,171,1,credit_card,2017-03-09 12:51:02
410,42,904,704,2,credit_card,2017-03-04 14:32:58
411,32,785,202,2,cash,2017-03-21 7:11:46
412,15,927,153,1,credit_card,2017-03-11 22:15:52
413,38,867,190,1,debit,2017-03-05 0:39:31
414,94,934,402,3,debit,2017-03-13 17:36:39
415,98,859,266,2,credit_card,2017-03-28 14:01:35
416,40,879,161,1,cash,2017-03-12 6:38:36
417,71,991,492,3,debit,2017-03-11 15:27:52
418,64,723,266,2,cash,2017-03-03 16:44:40
419,77,838,312,2,debit,2017-03-05 14:02:16
420,84,873,153,1,credit_card,2017-03-05 1:28:53
421,8,914,132,1,debit,2017-03-27 9:49:10
422,97,886,486,3,debit,2017-03-14 3:58:31
423,59,864,356,2,debit,2017-03-18 20:23:11
424,46,748,332,2,debit,2017-03-12 6:36:19
425,79,932,543,3,debit,2017-03-09 12:04:47
426,5,759,142,1,debit,2017-03-25 23:22:31
427,20,893,508,4,debit,2017-03-28 1:23:15
428,99,905,195,1,debit,2017-03-10 5:54:18
429,22,838,292,2,debit,2017-03-04 13:55:22
430,54,762,266,2,debit,2017-03-03 23:40:34
431,20,709,508,4,cash,2017-03-27 13:43:50
432,98,841,266,2,credit_card,2017-03-12 18:26:39
433,93,748,228,2,debit,2017-03-07 1:02:12
434,39,853,134,1,debit,2017-03-28 17:11:58
435,60,768,354,2,credit_card,2017-03-19 12:58:00
436,43,869,362,2,debit,2017-03-21 1:09:45
437,59,976,178,1,debit,2017-03-27 5:28:30
438,4,770,128,1,debit,2017-03-08 13:11:33
439,84,835,459,3,debit,2017-03-15 23:32:07
440,72,972,160,1,credit_card,2017-03-26 8:14:42
441,46,870,332,2,debit,2017-03-18 12:21:16
442,98,856,399,3,credit_card,2017-03-22 7:58:51
443,9,953,118,1,credit_card,2017-03-30 2:14:45
444,68,938,272,2,debit,2017-03-06 9:04:16
445,50,787,193,1,debit,2017-03-21 10:26:47
446,52,732,292,2,debit,2017-03-02 7:24:23
447,96,957,459,3,debit,2017-03-09 8:40:40
448,84,789,612,4,cash,2017-03-09 1:31:05
449,75,848,128,1,credit_card,2017-03-06 3:24:00
450,91,841,320,2,credit_card,2017-03-06 13:34:40
451,81,949,531,3,debit,2017-03-02 9:41:13
452,63,749,272,2,credit_card,2017-03-24 10:15:46
453,89,779,392,2,debit,2017-03-16 18:22:22
454,91,920,320,2,cash,2017-03-30 19:38:59
455,37,944,568,4,credit_card,2017-03-19 15:49:32
456,63,932,408,3,cash,2017-03-29 20:56:09
457,17,782,352,2,debit,2017-03-19 22:06:12
458,75,732,256,2,credit_card,2017-03-06 2:32:31
459,87,867,298,2,debit,2017-03-25 11:16:22
460,33,898,519,3,credit_card,2017-03-01 1:17:24
461,70,748,346,2,credit_card,2017-03-27 14:30:33
462,65,983,154,1,credit_card,2017-03-11 18:27:56
463,95,728,336,2,cash,2017-03-28 5:10:44
464,85,966,172,1,credit_card,2017-03-30 16:31:15
465,85,835,516,3,debit,2017-03-28 20:12:30
466,23,952,312,2,credit_card,2017-03-21 23:43:27
467,7,941,224,2,credit_card,2017-03-10 17:10:04
468,87,896,149,1,debit,2017-03-10 20:08:43
469,2,841,188,2,cash,2017-03-21 18:38:47
470,23,892,156,1,debit,2017-03-09 22:33:14
471,24,776,280,2,debit,2017-03-11 2:39:29
472,27,774,169,1,credit_card,2017-03-23 19:54:51
473,99,914,195,1,cash,2017-03-09 5:52:34
474,63,966,272,2,credit_card,2017-03-09 2:41:06
475,99,829,390,2,debit,2017-03-06 4:27:45
476,55,738,171,1,debit,2017-03-11 15:41:05
477,29,784,163,1,debit,2017-03-25 11:58:50
478,44,998,144,1,credit_card,2017-03-06 20:51:39
479,25,822,260,2,debit,2017-03-18 4:53:51
480,93,724,114,1,credit_card,2017-03-04 1:46:54
481,4,757,512,4,debit,2017-03-25 18:08:43
482,100,889,222,2,cash,2017-03-18 6:50:29
483,100,947,111,1,debit,2017-03-21 11:23:11
484,88,989,352,2,credit_card,2017-03-08 9:18:45
485,59,748,534,3,debit,2017-03-18 14:37:02
486,95,884,504,3,debit,2017-03-07 19:28:26
487,26,778,176,1,cash,2017-03-21 12:42:40
488,59,937,178,1,credit_card,2017-03-04 18:15:57
489,9,790,118,1,debit,2017-03-01 23:27:41
490,40,989,322,2,credit_card,2017-03-26 8:51:35
491,78,936,51450,2,debit,2017-03-26 17:08:19
492,18,727,156,1,debit,2017-03-19 11:27:32
493,4,877,256,2,debit,2017-03-22 1:52:17
494,78,983,51450,2,cash,2017-03-16 21:39:35
495,65,796,308,2,credit_card,2017-03-13 13:47:45
496,59,974,712,4,debit,2017-03-10 8:59:05
497,12,818,402,2,cash,2017-03-04 7:42:18
498,19,831,489,3,credit_card,2017-03-29 8:50:36
499,89,827,392,2,credit_card,2017-03-28 2:44:53
500,75,959,256,2,debit,2017-03-20 1:41:48
501,25,932,520,4,credit_card,2017-03-27 1:40:44
502,36,855,130,1,credit_card,2017-03-18 0:18:12
503,23,786,156,1,cash,2017-03-28 1:24:43
504,60,764,177,1,debit,2017-03-25 15:10:27
505,35,989,164,1,debit,2017-03-20 21:04:01
506,13,970,480,3,cash,2017-03-18 8:25:23
507,24,896,420,3,credit_card,2017-03-14 9:59:34
508,19,997,163,1,debit,2017-03-23 4:02:27
509,72,810,160,1,debit,2017-03-15 17:49:08
510,27,842,169,1,cash,2017-03-22 6:42:27
511,14,923,116,1,debit,2017-03-21 10:41:37
512,78,967,51450,2,cash,2017-03-09 7:23:14
513,61,798,316,2,debit,2017-03-23 13:56:29
514,72,881,480,3,debit,2017-03-07 11:14:48
515,94,858,670,5,cash,2017-03-11 22:07:58
516,19,762,163,1,cash,2017-03-20 11:57:35
517,80,946,145,1,cash,2017-03-21 7:43:29
518,35,759,328,2,debit,2017-03-08 22:40:41
519,59,827,178,1,credit_card,2017-03-05 12:30:10
520,16,961,312,2,debit,2017-03-15 11:39:07
